id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG024001,Asa,Asa,asa-ng024001,NG024001,17,8.469,4.382
NG024002,Baruten,Baruten,baruten-ng024002,NG024002,11,9.38,3.481
NG024003,Edu,Edu,edu-ng024003,NG024003,10,8.845,5.212
NG024004,Ekiti,Ekiti,ekiti-ng024004,NG024004,10,8.107,5.324
NG024005,Ifelodun,Ifelodun,ifelodun-ng024005,NG024005,0,8.633,5.179
NG024006,Ilorin East,Ilorin East,ilorin-east-ng024006,NG024006,12,8.629,4.823
NG024007,Ilorin South,Ilorin South,ilorin-south-ng024007,NG024007,11,8.479,4.655
NG024008,Ilorin West,Ilorin West,ilorin-west-ng024008,NG024008,12,8.49,4.498
NG024009,Irepodun,Irepodun,irepodun-ng024009,NG024009,0,8.194,4.858
NG024010,Isin,Isin,isin-ng024010,NG024010,11,8.258,5.039
NG024011,Kaiama,Kaiama,kaiama-ng024011,NG024011,10,9.536,4.115
NG024012,Moro,Moro,moro-ng024012,NG024012,17,8.838,4.514
NG024013,Offa,Offa,offa-ng024013,NG024013,12,8.163,4.69
NG024014,Oke-Ero,Oke-Ero,oke-ero-ng024014,NG024014,10,8.18,5.296
NG024015,Oyun,Oyun,oyun-ng024015,NG024015,11,8.2,4.632
NG024016,Pategi,Pategi,pategi-ng024016,NG024016,10,8.67,5.817
