id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG030001,Aiyedade,Aiyedade,aiyedade-ng030001,NG030001,11,7.329,4.34
NG030002,Aiyedire,Aiyedire,aiyedire-ng030002,NG030002,10,7.571,4.232
NG030003,Atakumosa East,Atakumosa East,atakumosa-east-ng030003,NG030003,10,7.41,4.752
NG030004,Atakumosa West,Atakumosa West,atakumosa-west-ng030004,NG030004,11,7.571,4.642
NG030005,Boluwaduro,Boluwaduro,boluwaduro-ng030005,NG030005,10,7.946,4.811
NG030006,Boripe,Boripe,boripe-ng030006,NG030006,11,7.862,4.67
NG030007,Ede North,Ede North,ede-north-ng030007,NG030007,11,7.732,4.467
NG030008,Ede South,Ede South,ede-south-ng030008,NG030008,10,7.659,4.464
NG030009,Egbedore,Egbedore,egbedore-ng030009,NG030009,10,7.783,4.436
NG030010,Ejigbo,Ejigbo,ejigbo-ng030010,NG030010,11,7.811,4.31
NG030011,Ife Central,Ife Central,ife-central-ng030011,NG030011,11,7.546,4.528
NG030012,Ife East,Ife East,ife-east-ng030012,NG030012,10,7.405,4.57
NG030013,Ife North,Ife North,ife-north-ng030013,NG030013,10,7.298,4.45
NG030014,Ife South,Ife South,ife-south-ng030014,NG030014,11,7.239,4.614
NG030015,Ifedayo,Ifedayo,ifedayo-ng030015,NG030015,10,7.962,4.985
NG030016,Ifelodun,Ifelodun,ifelodun-ng030016,NG030016,30,7.909,4.638
NG030017,Ila,Ila,ila-ng030017,NG030017,11,7.97,4.895
NG030018,Ilesha East,Ilesha East,ilesha-east-ng030018,NG030018,11,7.608,4.761
NG030019,Ilesha West,Ilesha West,ilesha-west-ng030019,NG030019,10,7.638,4.726
NG030020,Irepodun,Irepodun,irepodun-ng030020,NG030020,22,7.845,4.497
NG030021,Irewole,Irewole,irewole-ng030021,NG030021,11,7.416,4.219
NG030022,Isokan,Isokan,isokan-ng030022,NG030022,11,7.249,4.2
NG030023,Iwo,Iwo,iwo-ng030023,NG030023,15,7.645,4.149
NG030024,Obokun,Obokun,obokun-ng030024,NG030024,10,7.774,4.771
NG030025,Odo-Otin,Odo-Otin,odo-otin-ng030025,NG030025,15,8.007,4.679
NG030026,Ola-oluwa,Ola-oluwa,ola-oluwa-ng030026,NG030026,10,7.746,4.199
NG030027,Olorunda,Olorunda,olorunda-ng030027,NG030027,11,7.875,4.572
NG030028,Oriade,Oriade,oriade-ng030028,NG030028,12,7.553,4.867
NG030029,Orolu,Orolu,orolu-ng030029,NG030029,10,7.902,4.491
NG030030,Osogbo,Osogbo,osogbo-ng030030,NG030030,15,7.749,4.569
