# Data from Open Admin Data (https://openadmindata.org/ng/) — CC-BY-4.0. Please cite: https://github.com/open-admin-data/nigeria-administrative-divisions
id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.state,children_count.lga,children_count.ward,zip_codes,geo.lat,geo.lon,source_url
NG018013,2,Local Government Area,Local Government Area,Hadejia,Hadejia,hadejia-ng018013,NG018013,,NG018,Jigawa,Jigawa,,,11,,12.474,10.048,
NG018014,2,Local Government Area,Local Government Area,Jahun,Jahun,jahun-ng018014,NG018014,,NG018,Jigawa,Jigawa,,,11,,12.065,9.561,
NG018015,2,Local Government Area,Local Government Area,Kafin Hausa,Kafin Hausa,kafin-hausa-ng018015,NG018015,,NG018,Jigawa,Jigawa,,,11,,12.169,9.978,
NG018016,2,Local Government Area,Local Government Area,Kaugama,Kaugama,kaugama-ng018016,NG018016,,NG018,Jigawa,Jigawa,,,11,,12.559,9.767,
NG018017,2,Local Government Area,Local Government Area,Kazaure,Kazaure,kazaure-ng018017,NG018017,,NG018,Jigawa,Jigawa,,,11,,12.661,8.451,
NG018018,2,Local Government Area,Local Government Area,Kiri Kasamma,Kiri Kasamma,kiri-kasamma-ng018018,NG018018,,NG018,Jigawa,Jigawa,,,10,,12.6,10.258,
NG018019,2,Local Government Area,Local Government Area,Kiyawa,Kiyawa,kiyawa-ng018019,NG018019,,NG018,Jigawa,Jigawa,,,11,,11.812,9.525,
NG018020,2,Local Government Area,Local Government Area,Maigatari,Maigatari,maigatari-ng018020,NG018020,,NG018,Jigawa,Jigawa,,,11,,12.686,9.617,
NG018021,2,Local Government Area,Local Government Area,Malam Madori,Malam Madori,malam-madori-ng018021,NG018021,,NG018,Jigawa,Jigawa,,,11,,12.533,9.953,
NG018022,2,Local Government Area,Local Government Area,Miga,Miga,miga-ng018022,NG018022,,NG018,Jigawa,Jigawa,,,10,,12.225,9.678,
NG018023,2,Local Government Area,Local Government Area,Ringim,Ringim,ringim-ng018023,NG018023,,NG018,Jigawa,Jigawa,,,10,,12.17,9.148,
NG018024,2,Local Government Area,Local Government Area,Roni,Roni,roni-ng018024,NG018024,,NG018,Jigawa,Jigawa,,,11,,12.572,8.382,
NG018025,2,Local Government Area,Local Government Area,Sule-Tankarkar,Sule-Tankarkar,sule-tankarkar-ng018025,NG018025,,NG018,Jigawa,Jigawa,,,10,,12.634,9.175,
NG018026,2,Local Government Area,Local Government Area,Taura,Taura,taura-ng018026,NG018026,,NG018,Jigawa,Jigawa,,,10,,12.279,9.353,
NG018027,2,Local Government Area,Local Government Area,Yankwashi,Yankwashi,yankwashi-ng018027,NG018027,,NG018,Jigawa,Jigawa,,,10,,12.743,8.503,
NG019,1,State,State,Kaduna,Kaduna,kaduna-ng019,NG019,,,,,,23,255,,10.257,7.859,https://openadmindata.org/ng/states/kaduna-ng019/
NG019001,2,Local Government Area,Local Government Area,Birnin-Gwari,Birnin-Gwari,birnin-gwari-ng019001,NG019001,,NG019,Kaduna,Kaduna,,,11,,10.882,6.654,
NG019002,2,Local Government Area,Local Government Area,Chikun,Chikun,chikun-ng019002,NG019002,,NG019,Kaduna,Kaduna,,,12,,10.411,7.304,
NG019003,2,Local Government Area,Local Government Area,Giwa,Giwa,giwa-ng019003,NG019003,,NG019,Kaduna,Kaduna,,,11,,11.119,7.41,
NG019004,2,Local Government Area,Local Government Area,Igabi,Igabi,igabi-ng019004,NG019004,,NG019,Kaduna,Kaduna,,,12,,10.743,7.484,
NG019005,2,Local Government Area,Local Government Area,Ikara,Ikara,ikara-ng019005,NG019005,,NG019,Kaduna,Kaduna,,,10,,11.314,8.147,
NG019006,2,Local Government Area,Local Government Area,Jaba,Jaba,jaba-ng019006,NG019006,,NG019,Kaduna,Kaduna,,,10,,9.476,8.024,
NG019007,2,Local Government Area,Local Government Area,Jema'a,Jema'a,jemaa-ng019007,NG019007,,NG019,Kaduna,Kaduna,,,12,,9.399,8.262,
NG019008,2,Local Government Area,Local Government Area,Kachia,Kachia,kachia-ng019008,NG019008,,NG019,Kaduna,Kaduna,,,12,,9.86,7.676,
NG019009,2,Local Government Area,Local Government Area,Kaduna North,Kaduna North,kaduna-north-ng019009,NG019009,,NG019,Kaduna,Kaduna,,,12,,10.545,7.45,
NG019010,2,Local Government Area,Local Government Area,Kaduna South,Kaduna South,kaduna-south-ng019010,NG019010,,NG019,Kaduna,Kaduna,,,13,,10.511,7.4,
NG019011,2,Local Government Area,Local Government Area,Kagarko,Kagarko,kagarko-ng019011,NG019011,,NG019,Kaduna,Kaduna,,,10,,9.494,7.585,
NG019012,2,Local Government Area,Local Government Area,Kajuru,Kajuru,kajuru-ng019012,NG019012,,NG019,Kaduna,Kaduna,,,10,,10.263,7.862,
NG019013,2,Local Government Area,Local Government Area,Kaura,Kaura,kaura-ng019013,NG019013,,NG019,Kaduna,Kaduna,,,10,,9.62,8.444,
NG019014,2,Local Government Area,Local Government Area,Kauru,Kauru,kauru-ng019014,NG019014,,NG019,Kaduna,Kaduna,,,11,,10.22,8.318,
NG019015,2,Local Government Area,Local Government Area,Kubau,Kubau,kubau-ng019015,NG019015,,NG019,Kaduna,Kaduna,,,11,,10.857,8.374,
NG019016,2,Local Government Area,Local Government Area,Kudan,Kudan,kudan-ng019016,NG019016,,NG019,Kaduna,Kaduna,,,10,,11.268,7.719,
NG019017,2,Local Government Area,Local Government Area,Lere,Lere,lere-ng019017,NG019017,,NG019,Kaduna,Kaduna,,,11,,10.337,8.581,
NG019018,2,Local Government Area,Local Government Area,Markafi,Markafi,markafi-ng019018,NG019018,,NG019,Kaduna,Kaduna,,,10,,11.327,7.956,
NG019019,2,Local Government Area,Local Government Area,Sabon-Gari,Sabon-Gari,sabon-gari-ng019019,NG019019,,NG019,Kaduna,Kaduna,,,11,,11.179,7.676,
NG019020,2,Local Government Area,Local Government Area,Sanga,Sanga,sanga-ng019020,NG019020,,NG019,Kaduna,Kaduna,,,11,,9.251,8.437,
NG019021,2,Local Government Area,Local Government Area,Soba,Soba,soba-ng019021,NG019021,,NG019,Kaduna,Kaduna,,,11,,10.954,8.053,
NG019022,2,Local Government Area,Local Government Area,Zango-Kataf,Zango-Kataf,zango-kataf-ng019022,NG019022,,NG019,Kaduna,Kaduna,,,11,,9.839,8.278,
NG019023,2,Local Government Area,Local Government Area,Zaria,Zaria,zaria-ng019023,NG019023,,NG019,Kaduna,Kaduna,,,13,,11.019,7.646,
NG020,1,State,State,Kano,Kano,kano-ng020,NG020,,,,,,44,473,,11.573,8.543,https://openadmindata.org/ng/states/kano-ng020/
NG020001,2,Local Government Area,Local Government Area,Ajingi,Ajingi,ajingi-ng020001,NG020001,,NG020,Kano,Kano,,,10,,11.992,9.075,
NG020002,2,Local Government Area,Local Government Area,Albasu,Albasu,albasu-ng020002,NG020002,,NG020,Kano,Kano,,,10,,11.627,9.029,
NG020003,2,Local Government Area,Local Government Area,Bagwai,Bagwai,bagwai-ng020003,NG020003,,NG020,Kano,Kano,,,10,,12.098,8.125,
NG020004,2,Local Government Area,Local Government Area,Bebeji,Bebeji,bebeji-ng020004,NG020004,,NG020,Kano,Kano,,,14,,11.526,8.328,
NG020005,2,Local Government Area,Local Government Area,Bichi,Bichi,bichi-ng020005,NG020005,,NG020,Kano,Kano,,,11,,12.288,8.301,
NG020006,2,Local Government Area,Local Government Area,Bunkure,Bunkure,bunkure-ng020006,NG020006,,NG020,Kano,Kano,,,10,,11.672,8.553,
NG020007,2,Local Government Area,Local Government Area,Dala,Dala,dala-ng020007,NG020007,,NG020,Kano,Kano,,,12,,12.027,8.494,
NG020008,2,Local Government Area,Local Government Area,Dambatta,Dambatta,dambatta-ng020008,NG020008,,NG020,Kano,Kano,,,10,,12.425,8.642,
NG020009,2,Local Government Area,Local Government Area,Dawakin Kudu,Dawakin Kudu,dawakin-kudu-ng020009,NG020009,,NG020,Kano,Kano,,,15,,11.795,8.708,
NG020010,2,Local Government Area,Local Government Area,Dawakin Tofa,Dawakin Tofa,dawakin-tofa-ng020010,NG020010,,NG020,Kano,Kano,,,11,,12.147,8.382,
NG020011,2,Local Government Area,Local Government Area,Doguwa,Doguwa,doguwa-ng020011,NG020011,,NG020,Kano,Kano,,,10,,10.89,8.67,
NG020012,2,Local Government Area,Local Government Area,Fagge,Fagge,fagge-ng020012,NG020012,,NG020,Kano,Kano,,,10,,12.027,8.524,
NG020013,2,Local Government Area,Local Government Area,Gabasawa,Gabasawa,gabasawa-ng020013,NG020013,,NG020,Kano,Kano,,,11,,12.137,8.866,
NG020014,2,Local Government Area,Local Government Area,Garko,Garko,garko-ng020014,NG020014,,NG020,Kano,Kano,,,10,,11.551,8.842,
NG020015,2,Local Government Area,Local Government Area,Garum Mallam,Garum Mallam,garum-mallam-ng020015,NG020015,,NG020,Kano,Kano,,,10,,11.66,8.393,
NG020016,2,Local Government Area,Local Government Area,Gaya,Gaya,gaya-ng020016,NG020016,,NG020,Kano,Kano,,,10,,11.793,9.018,
NG020017,2,Local Government Area,Local Government Area,Gezawa,Gezawa,gezawa-ng020017,NG020017,,NG020,Kano,Kano,,,11,,12.057,8.741,
NG020018,2,Local Government Area,Local Government Area,Gwale,Gwale,gwale-ng020018,NG020018,,NG020,Kano,Kano,,,10,,11.978,8.484,
NG020019,2,Local Government Area,Local Government Area,Gwarzo,Gwarzo,gwarzo-ng020019,NG020019,,NG020,Kano,Kano,,,10,,11.903,7.984,
NG020020,2,Local Government Area,Local Government Area,Kabo,Kabo,kabo-ng020020,NG020020,,NG020,Kano,Kano,,,10,,11.898,8.197,
NG020021,2,Local Government Area,Local Government Area,Kano Municipal,Kano Municipal,kano-municipal-ng020021,NG020021,,NG020,Kano,Kano,,,13,,11.98,8.516,
NG020022,2,Local Government Area,Local Government Area,Karaye,Karaye,karaye-ng020022,NG020022,,NG020,Kano,Kano,,,10,,11.75,7.986,
NG020023,2,Local Government Area,Local Government Area,Kibiya,Kibiya,kibiya-ng020023,NG020023,,NG020,Kano,Kano,,,10,,11.493,8.683,
NG020024,2,Local Government Area,Local Government Area,Kiru,Kiru,kiru-ng020024,NG020024,,NG020,Kano,Kano,,,15,,11.553,8.114,
NG020025,2,Local Government Area,Local Government Area,Kumbotso,Kumbotso,kumbotso-ng020025,NG020025,,NG020,Kano,Kano,,,11,,11.921,8.52,
NG020026,2,Local Government Area,Local Government Area,Kunchi,Kunchi,kunchi-ng020026,NG020026,,NG020,Kano,Kano,,,10,,12.468,8.267,
NG020027,2,Local Government Area,Local Government Area,Kura,Kura,kura-ng020027,NG020027,,NG020,Kano,Kano,,,10,,11.775,8.478,
NG020028,2,Local Government Area,Local Government Area,Madobi,Madobi,madobi-ng020028,NG020028,,NG020,Kano,Kano,,,12,,11.813,8.37,
NG020029,2,Local Government Area,Local Government Area,Makoda,Makoda,makoda-ng020029,NG020029,,NG020,Kano,Kano,,,11,,12.422,8.442,
NG020030,2,Local Government Area,Local Government Area,Minjibir,Minjibir,minjibir-ng020030,NG020030,,NG020,Kano,Kano,,,11,,12.193,8.621,
NG020031,2,Local Government Area,Local Government Area,Nasarawa,Nasarawa,nasarawa-ng020031,NG020031,,NG020,Kano,Kano,,,0,,12.004,8.585,
NG020032,2,Local Government Area,Local Government Area,Rano,Rano,rano-ng020032,NG020032,,NG020,Kano,Kano,,,10,,11.484,8.51,
NG020033,2,Local Government Area,Local Government Area,Rimin Gado,Rimin Gado,rimin-gado-ng020033,NG020033,,NG020,Kano,Kano,,,12,,11.927,8.324,
NG020034,2,Local Government Area,Local Government Area,Rogo,Rogo,rogo-ng020034,NG020034,,NG020,Kano,Kano,,,10,,11.509,7.863,
NG020035,2,Local Government Area,Local Government Area,Shanono,Shanono,shanono-ng020035,NG020035,,NG020,Kano,Kano,,,10,,12.087,7.929,
NG020036,2,Local Government Area,Local Government Area,Sumaila,Sumaila,sumaila-ng020036,NG020036,,NG020,Kano,Kano,,,11,,11.325,8.961,
NG020037,2,Local Government Area,Local Government Area,Takai,Takai,takai-ng020037,NG020037,,NG020,Kano,Kano,,,10,,11.487,9.139,
NG020038,2,Local Government Area,Local Government Area,Tarauni,Tarauni,tarauni-ng020038,NG020038,,NG020,Kano,Kano,,,10,,11.964,8.556,
NG020039,2,Local Government Area,Local Government Area,Tofa,Tofa,tofa-ng020039,NG020039,,NG020,Kano,Kano,,,15,,12.015,8.341,
NG020040,2,Local Government Area,Local Government Area,Tsanyawa,Tsanyawa,tsanyawa-ng020040,NG020040,,NG020,Kano,Kano,,,10,,12.278,8.002,
NG020041,2,Local Government Area,Local Government Area,Tudun Wada,Tudun Wada,tudun-wada-ng020041,NG020041,,NG020,Kano,Kano,,,11,,11.209,8.512,
NG020042,2,Local Government Area,Local Government Area,Ungogo,Ungogo,ungogo-ng020042,NG020042,,NG020,Kano,Kano,,,11,,12.042,8.606,
NG020043,2,Local Government Area,Local Government Area,Warawa,Warawa,warawa-ng020043,NG020043,,NG020,Kano,Kano,,,15,,11.899,8.765,
NG020044,2,Local Government Area,Local Government Area,Wudil,Wudil,wudil-ng020044,NG020044,,NG020,Kano,Kano,,,10,,11.759,8.851,
NG021,1,State,State,Katsina,Katsina,katsina-ng021,NG021,,,,,,34,361,,12.236,7.5,https://openadmindata.org/ng/states/katsina-ng021/
NG021001,2,Local Government Area,Local Government Area,Bakori,Bakori,bakori-ng021001,NG021001,,NG021,Katsina,Katsina,,,11,,11.646,7.429,
NG021002,2,Local Government Area,Local Government Area,Batagarawa,Batagarawa,batagarawa-ng021002,NG021002,,NG021,Katsina,Katsina,,,10,,12.879,7.531,
NG021003,2,Local Government Area,Local Government Area,Batsari,Batsari,batsari-ng021003,NG021003,,NG021,Katsina,Katsina,,,11,,12.827,7.258,
NG021004,2,Local Government Area,Local Government Area,Baure,Baure,baure-ng021004,NG021004,,NG021,Katsina,Katsina,,,12,,12.794,8.782,
NG021005,2,Local Government Area,Local Government Area,Bindawa,Bindawa,bindawa-ng021005,NG021005,,NG021,Katsina,Katsina,,,11,,12.709,7.878,
NG021006,2,Local Government Area,Local Government Area,Charanchi,Charanchi,charanchi-ng021006,NG021006,,NG021,Katsina,Katsina,,,10,,12.555,7.677,
NG021007,2,Local Government Area,Local Government Area,Dan Musa,Dan Musa,dan-musa-ng021007,NG021007,,NG021,Katsina,Katsina,,,11,,12.216,7.352,
NG021008,2,Local Government Area,Local Government Area,Dandume,Dandume,dandume-ng021008,NG021008,,NG021,Katsina,Katsina,,,11,,11.414,7.206,
NG021009,2,Local Government Area,Local Government Area,Danja,Danja,danja-ng021009,NG021009,,NG021,Katsina,Katsina,,,10,,11.41,7.596,
NG021010,2,Local Government Area,Local Government Area,Daura,Daura,daura-ng021010,NG021010,,NG021,Katsina,Katsina,,,11,,12.96,8.265,
NG021011,2,Local Government Area,Local Government Area,Dutsi,Dutsi,dutsi-ng021011,NG021011,,NG021,Katsina,Katsina,,,10,,12.916,8.157,
NG021012,2,Local Government Area,Local Government Area,Dutsin-Ma,Dutsin-Ma,dutsin-ma-ng021012,NG021012,,NG021,Katsina,Katsina,,,11,,12.415,7.525,
NG021013,2,Local Government Area,Local Government Area,Faskari,Faskari,faskari-ng021013,NG021013,,NG021,Katsina,Katsina,,,10,,11.655,7.094,
NG021014,2,Local Government Area,Local Government Area,Funtua,Funtua,funtua-ng021014,NG021014,,NG021,Katsina,Katsina,,,11,,11.434,7.344,
NG021015,2,Local Government Area,Local Government Area,Ingawa,Ingawa,ingawa-ng021015,NG021015,,NG021,Katsina,Katsina,,,11,,12.608,8.145,
NG021016,2,Local Government Area,Local Government Area,Jibia,Jibia,jibia-ng021016,NG021016,,NG021,Katsina,Katsina,,,11,,13.005,7.407,
NG021017,2,Local Government Area,Local Government Area,Kafur,Kafur,kafur-ng021017,NG021017,,NG021,Katsina,Katsina,,,10,,11.636,7.719,
NG021018,2,Local Government Area,Local Government Area,Kaita,Kaita,kaita-ng021018,NG021018,,NG021,Katsina,Katsina,,,10,,13.179,7.782,
NG021019,2,Local Government Area,Local Government Area,Kankara,Kankara,kankara-ng021019,NG021019,,NG021,Katsina,Katsina,,,11,,12.02,7.347,
NG021020,2,Local Government Area,Local Government Area,Kankia,Kankia,kankia-ng021020,NG021020,,NG021,Katsina,Katsina,,,10,,12.438,7.792,
NG021021,2,Local Government Area,Local Government Area,Katsina,Katsina,katsina-ng021021,NG021021,,NG021,Katsina,Katsina,,,12,,13.009,7.613,
NG021022,2,Local Government Area,Local Government Area,Kurfi,Kurfi,kurfi-ng021022,NG021022,,NG021,Katsina,Katsina,,,10,,12.687,7.487,
NG021023,2,Local Government Area,Local Government Area,Kusada,Kusada,kusada-ng021023,NG021023,,NG021,Katsina,Katsina,,,10,,12.457,7.974,
NG021024,2,Local Government Area,Local Government Area,Mai'adua,Mai'adua,maiadua-ng021024,NG021024,,NG021,Katsina,Katsina,,,10,,13.153,8.209,
NG021025,2,Local Government Area,Local Government Area,Malumfashi,Malumfashi,malumfashi-ng021025,NG021025,,NG021,Katsina,Katsina,,,12,,11.845,7.679,
NG021026,2,Local Government Area,Local Government Area,Mani,Mani,mani-ng021026,NG021026,,NG021,Katsina,Katsina,,,11,,12.909,7.939,
NG021027,2,Local Government Area,Local Government Area,Mashi,Mashi,mashi-ng021027,NG021027,,NG021,Katsina,Katsina,,,11,,13.119,7.997,
NG021028,2,Local Government Area,Local Government Area,Matazu,Matazu,matazu-ng021028,NG021028,,NG021,Katsina,Katsina,,,10,,12.24,7.651,
NG021029,2,Local Government Area,Local Government Area,Musawa,Musawa,musawa-ng021029,NG021029,,NG021,Katsina,Katsina,,,11,,12.106,7.678,
NG021030,2,Local Government Area,Local Government Area,Rimi,Rimi,rimi-ng021030,NG021030,,NG021,Katsina,Katsina,,,10,,12.898,7.719,
NG021031,2,Local Government Area,Local Government Area,Sabuwa,Sabuwa,sabuwa-ng021031,NG021031,,NG021,Katsina,Katsina,,,10,,11.336,7.097,
NG021032,2,Local Government Area,Local Government Area,Safana,Safana,safana-ng021032,NG021032,,NG021,Katsina,Katsina,,,10,,12.501,7.228,
NG021033,2,Local Government Area,Local Government Area,Sandamu,Sandamu,sandamu-ng021033,NG021033,,NG021,Katsina,Katsina,,,11,,12.92,8.382,
NG021034,2,Local Government Area,Local Government Area,Zango,Zango,zango-ng021034,NG021034,,NG021,Katsina,Katsina,,,10,,12.951,8.547,
NG022,1,State,State,Kebbi,Kebbi,kebbi-ng022,NG022,,,,,,21,225,,11.691,3.966,https://openadmindata.org/ng/states/kebbi-ng022/
NG022001,2,Local Government Area,Local Government Area,Aleiro,Aleiro,aleiro-ng022001,NG022001,,NG022,Kebbi,Kebbi,,,10,,12.32,4.457,
NG022002,2,Local Government Area,Local Government Area,Arewa-Dandi,Arewa-Dandi,arewa-dandi-ng022002,NG022002,,NG022,Kebbi,Kebbi,,,11,,12.685,4.016,
NG022003,2,Local Government Area,Local Government Area,Argungu,Argungu,argungu-ng022003,NG022003,,NG022,Kebbi,Kebbi,,,11,,12.707,4.484,
NG022004,2,Local Government Area,Local Government Area,Augie,Augie,augie-ng022004,NG022004,,NG022,Kebbi,Kebbi,,,10,,12.942,4.554,
NG022005,2,Local Government Area,Local Government Area,Bagudo,Bagudo,bagudo-ng022005,NG022005,,NG022,Kebbi,Kebbi,,,11,,11.315,3.853,
NG022006,2,Local Government Area,Local Government Area,Birnin Kebbi,Birnin Kebbi,birnin-kebbi-ng022006,NG022006,,NG022,Kebbi,Kebbi,,,15,,12.499,4.291,
NG022007,2,Local Government Area,Local Government Area,Bunza,Bunza,bunza-ng022007,NG022007,,NG022,Kebbi,Kebbi,,,10,,12.193,3.938,
NG022008,2,Local Government Area,Local Government Area,Dandi,Dandi,dandi-ng022008,NG022008,,NG022,Kebbi,Kebbi,,,11,,11.861,3.801,
NG022009,2,Local Government Area,Local Government Area,Fakai,Fakai,fakai-ng022009,NG022009,,NG022,Kebbi,Kebbi,,,10,,11.475,4.925,
NG022010,2,Local Government Area,Local Government Area,Gwandu,Gwandu,gwandu-ng022010,NG022010,,NG022,Kebbi,Kebbi,,,10,,12.501,4.66,
NG022011,2,Local Government Area,Local Government Area,Jega,Jega,jega-ng022011,NG022011,,NG022,Kebbi,Kebbi,,,11,,12.099,4.475,
NG022012,2,Local Government Area,Local Government Area,Kalgo,Kalgo,kalgo-ng022012,NG022012,,NG022,Kebbi,Kebbi,,,10,,12.386,4.058,
NG022013,2,Local Government Area,Local Government Area,Koko/Besse,Koko/Besse,kokobesse-ng022013,NG022013,,NG022,Kebbi,Kebbi,,,12,,11.445,4.477,
NG022014,2,Local Government Area,Local Government Area,Maiyama,Maiyama,maiyama-ng022014,NG022014,,NG022,Kebbi,Kebbi,,,11,,12.008,4.29,
NG022015,2,Local Government Area,Local Government Area,Ngaski,Ngaski,ngaski-ng022015,NG022015,,NG022,Kebbi,Kebbi,,,10,,10.585,4.721,
NG022016,2,Local Government Area,Local Government Area,Sakaba,Sakaba,sakaba-ng022016,NG022016,,NG022,Kebbi,Kebbi,,,10,,11.175,5.595,
NG022017,2,Local Government Area,Local Government Area,Shanga,Shanga,shanga-ng022017,NG022017,,NG022,Kebbi,Kebbi,,,10,,11.211,4.597,
NG022018,2,Local Government Area,Local Government Area,Suru,Suru,suru-ng022018,NG022018,,NG022,Kebbi,Kebbi,,,11,,11.784,4.133,
NG022019,2,Local Government Area,Local Government Area,Wasagu/Danko,Wasagu/Danko,wasagudanko-ng022019,NG022019,,NG022,Kebbi,Kebbi,,,11,,11.423,5.731,
NG022020,2,Local Government Area,Local Government Area,Yauri,Yauri,yauri-ng022020,NG022020,,NG022,Kebbi,Kebbi,,,10,,10.755,4.726,
NG022021,2,Local Government Area,Local Government Area,Zuru,Zuru,zuru-ng022021,NG022021,,NG022,Kebbi,Kebbi,,,10,,11.413,5.279,
NG023,1,State,State,Kogi,Kogi,kogi-ng023,NG023,,,,,,21,229,,7.636,6.849,https://openadmindata.org/ng/states/kogi-ng023/
NG023001,2,Local Government Area,Local Government Area,Adavi,Adavi,adavi-ng023001,NG023001,,NG023,Kogi,Kogi,,,11,,7.684,6.467,
NG023002,2,Local Government Area,Local Government Area,Ajaokuta,Ajaokuta,ajaokuta-ng023002,NG023002,,NG023,Kogi,Kogi,,,14,,7.503,6.569,
NG023003,2,Local Government Area,Local Government Area,Ankpa,Ankpa,ankpa-ng023003,NG023003,,NG023,Kogi,Kogi,,,13,,7.496,7.627,
NG023004,2,Local Government Area,Local Government Area,Bassa,Bassa,bassa-ng023004,NG023004,,NG023,Kogi,Kogi,,,0,,7.747,6.961,
NG023005,2,Local Government Area,Local Government Area,Dekina,Dekina,dekina-ng023005,NG023005,,NG023,Kogi,Kogi,,,12,,7.596,7.14,
NG023006,2,Local Government Area,Local Government Area,Ibaji,Ibaji,ibaji-ng023006,NG023006,,NG023,Kogi,Kogi,,,10,,6.779,6.758,
NG023007,2,Local Government Area,Local Government Area,Idah,Idah,idah-ng023007,NG023007,,NG023,Kogi,Kogi,,,10,,7.072,6.735,
NG023008,2,Local Government Area,Local Government Area,Igalamela-Odolu,Igalamela-Odolu,igalamela-odolu-ng023008,NG023008,,NG023,Kogi,Kogi,,,10,,7.038,7.072,
NG023009,2,Local Government Area,Local Government Area,Ijumu,Ijumu,ijumu-ng023009,NG023009,,NG023,Kogi,Kogi,,,15,,7.838,5.894,
NG023010,2,Local Government Area,Local Government Area,Kabba/Bunu,Kabba/Bunu,kabbabunu-ng023010,NG023010,,NG023,Kogi,Kogi,,,15,,8.072,6.141,
NG023011,2,Local Government Area,Local Government Area,Kogi,Kogi,kogi-ng023011,NG023011,,NG023,Kogi,Kogi,,,11,,8.127,6.856,
NG023012,2,Local Government Area,Local Government Area,Lokoja,Lokoja,lokoja-ng023012,NG023012,,NG023,Kogi,Kogi,,,10,,8.239,6.554,
NG023013,2,Local Government Area,Local Government Area,Mopa-Muro,Mopa-Muro,mopa-muro-ng023013,NG023013,,NG023,Kogi,Kogi,,,10,,8.14,5.903,
NG023014,2,Local Government Area,Local Government Area,Ofu,Ofu,ofu-ng023014,NG023014,,NG023,Kogi,Kogi,,,11,,7.329,7.069,
NG023015,2,Local Government Area,Local Government Area,Ogori/Magongo,Ogori/Magongo,ogorimagongo-ng023015,NG023015,,NG023,Kogi,Kogi,,,10,,7.479,6.156,
NG023016,2,Local Government Area,Local Government Area,Okehi,Okehi,okehi-ng023016,NG023016,,NG023,Kogi,Kogi,,,11,,7.724,6.336,
NG023017,2,Local Government Area,Local Government Area,Okene,Okene,okene-ng023017,NG023017,,NG023,Kogi,Kogi,,,11,,7.455,6.393,
NG023018,2,Local Government Area,Local Government Area,Olamabolo,Olamabolo,olamabolo-ng023018,NG023018,,NG023,Kogi,Kogi,,,10,,7.178,7.482,
NG023019,2,Local Government Area,Local Government Area,Omala,Omala,omala-ng023019,NG023019,,NG023,Kogi,Kogi,,,11,,7.778,7.566,
NG023020,2,Local Government Area,Local Government Area,Yagba East,Yagba East,yagba-east-ng023020,NG023020,,NG023,Kogi,Kogi,,,10,,8.136,5.719,
NG023021,2,Local Government Area,Local Government Area,Yagba West,Yagba West,yagba-west-ng023021,NG023021,,NG023,Kogi,Kogi,,,14,,8.277,5.552,
NG024,1,State,State,Kwara,Kwara,kwara-ng024,NG024,,,,,,16,164,,9.093,4.567,https://openadmindata.org/ng/states/kwara-ng024/
NG024001,2,Local Government Area,Local Government Area,Asa,Asa,asa-ng024001,NG024001,,NG024,Kwara,Kwara,,,17,,8.469,4.382,
NG024002,2,Local Government Area,Local Government Area,Baruten,Baruten,baruten-ng024002,NG024002,,NG024,Kwara,Kwara,,,11,,9.38,3.481,
NG024003,2,Local Government Area,Local Government Area,Edu,Edu,edu-ng024003,NG024003,,NG024,Kwara,Kwara,,,10,,8.845,5.212,
NG024004,2,Local Government Area,Local Government Area,Ekiti,Ekiti,ekiti-ng024004,NG024004,,NG024,Kwara,Kwara,,,10,,8.107,5.324,
NG024005,2,Local Government Area,Local Government Area,Ifelodun,Ifelodun,ifelodun-ng024005,NG024005,,NG024,Kwara,Kwara,,,0,,8.633,5.179,
NG024006,2,Local Government Area,Local Government Area,Ilorin East,Ilorin East,ilorin-east-ng024006,NG024006,,NG024,Kwara,Kwara,,,12,,8.629,4.823,
NG024007,2,Local Government Area,Local Government Area,Ilorin South,Ilorin South,ilorin-south-ng024007,NG024007,,NG024,Kwara,Kwara,,,11,,8.479,4.655,
NG024008,2,Local Government Area,Local Government Area,Ilorin West,Ilorin West,ilorin-west-ng024008,NG024008,,NG024,Kwara,Kwara,,,12,,8.49,4.498,
NG024009,2,Local Government Area,Local Government Area,Irepodun,Irepodun,irepodun-ng024009,NG024009,,NG024,Kwara,Kwara,,,0,,8.194,4.858,
NG024010,2,Local Government Area,Local Government Area,Isin,Isin,isin-ng024010,NG024010,,NG024,Kwara,Kwara,,,11,,8.258,5.039,
NG024011,2,Local Government Area,Local Government Area,Kaiama,Kaiama,kaiama-ng024011,NG024011,,NG024,Kwara,Kwara,,,10,,9.536,4.115,
NG024012,2,Local Government Area,Local Government Area,Moro,Moro,moro-ng024012,NG024012,,NG024,Kwara,Kwara,,,17,,8.838,4.514,
NG024013,2,Local Government Area,Local Government Area,Offa,Offa,offa-ng024013,NG024013,,NG024,Kwara,Kwara,,,12,,8.163,4.69,
NG024014,2,Local Government Area,Local Government Area,Oke-Ero,Oke-Ero,oke-ero-ng024014,NG024014,,NG024,Kwara,Kwara,,,10,,8.18,5.296,
NG024015,2,Local Government Area,Local Government Area,Oyun,Oyun,oyun-ng024015,NG024015,,NG024,Kwara,Kwara,,,11,,8.2,4.632,
NG024016,2,Local Government Area,Local Government Area,Pategi,Pategi,pategi-ng024016,NG024016,,NG024,Kwara,Kwara,,,10,,8.67,5.817,
