id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG003001,Abak,Abak,abak-ng003001,NG003001,11,5.004,7.799
NG003002,Eastern Obolo,Eastern Obolo,eastern-obolo-ng003002,NG003002,10,4.515,7.696
NG003003,Eket,Eket,eket-ng003003,NG003003,11,4.636,7.957
NG003004,Esit - Eket,Esit - Eket,esit-eket-ng003004,NG003004,10,4.642,8.075
NG003005,Essien Udim,Essien Udim,essien-udim-ng003005,NG003005,11,5.101,7.657
NG003006,Etim Ekpo,Etim Ekpo,etim-ekpo-ng003006,NG003006,10,4.953,7.571
NG003007,Etinan,Etinan,etinan-ng003007,NG003007,11,4.846,7.843
NG003008,Ibeno,Ibeno,ibeno-ng003008,NG003008,10,4.563,8.089
NG003009,Ibesikpo Asutan,Ibesikpo Asutan,ibesikpo-asutan-ng003009,NG003009,10,4.896,7.966
NG003010,Ibiono Ibom,Ibiono Ibom,ibiono-ibom-ng003010,NG003010,11,5.2,7.895
NG003011,Ika,Ika,ika-ng003011,NG003011,10,5.016,7.543
NG003012,Ikono,Ikono,ikono-ng003012,NG003012,11,5.178,7.793
NG003013,Ikot Abasi,Ikot Abasi,ikot-abasi-ng003013,NG003013,10,4.609,7.622
NG003014,Ikot Ekpene,Ikot Ekpene,ikot-ekpene-ng003014,NG003014,11,5.2,7.705
NG003015,Ini,Ini,ini-ng003015,NG003015,10,5.404,7.752
NG003016,Itu,Itu,itu-ng003016,NG003016,10,5.138,8
NG003017,Mbo,Mbo,mbo-ng003017,NG003017,10,4.626,8.236
NG003018,Mkpat Enin,Mkpat Enin,mkpat-enin-ng003018,NG003018,14,4.705,7.761
NG003019,Nsit Atai,Nsit Atai,nsit-atai-ng003019,NG003019,10,4.819,8.014
NG003020,Nsit Ibom,Nsit Ibom,nsit-ibom-ng003020,NG003020,10,4.904,7.893
NG003021,Nsit Ubium,Nsit Ubium,nsit-ubium-ng003021,NG003021,10,4.76,7.949
NG003022,Obot Akara,Obot Akara,obot-akara-ng003022,NG003022,10,5.243,7.601
NG003023,Okobo,Okobo,okobo-ng003023,NG003023,10,4.813,8.127
NG003024,Onna,Onna,onna-ng003024,NG003024,12,4.639,7.873
NG003025,Oron,Oron,oron-ng003025,NG003025,10,4.816,8.226
NG003026,Oruk Anam,Oruk Anam,oruk-anam-ng003026,NG003026,13,4.828,7.697
NG003027,Udung Uko,Udung Uko,udung-uko-ng003027,NG003027,10,4.749,8.265
NG003028,Ukanafun,Ukanafun,ukanafun-ng003028,NG003028,11,4.876,7.585
NG003029,Uruan,Uruan,uruan-ng003029,NG003029,11,5.003,8.075
NG003030,Urue-Offong/Oruko,Urue-Offong/Oruko,urue-offongoruko-ng003030,NG003030,10,4.723,8.155
NG003031,Uyo,Uyo,uyo-ng003031,NG003031,11,4.988,7.998
