id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG037001,Anka,Anka,anka-ng037001,NG037001,10,11.985,5.986
NG037002,Bakura,Bakura,bakura-ng037002,NG037002,10,12.555,5.866
NG037003,Birnin Magaji,Birnin Magaji,birnin-magaji-ng037003,NG037003,10,12.454,6.869
NG037004,Bukkuyum,Bukkuyum,bukkuyum-ng037004,NG037004,10,11.951,5.574
NG037005,Bungudu,Bungudu,bungudu-ng037005,NG037005,11,12.034,6.471
NG037006,Gummi,Gummi,gummi-ng037006,NG037006,11,12.013,5.153
NG037007,Gusau,Gusau,gusau-ng037007,NG037007,11,12.204,7.018
NG037008,Kaura Namoda,Kaura Namoda,kaura-namoda-ng037008,NG037008,11,12.482,6.567
NG037009,Maradun,Maradun,maradun-ng037009,NG037009,10,12.715,6.317
NG037010,Maru,Maru,maru-ng037010,NG037010,10,11.644,6.326
NG037011,Shinkafi,Shinkafi,shinkafi-ng037011,NG037011,10,13.029,6.459
NG037012,Talata Mafara,Talata Mafara,talata-mafara-ng037012,NG037012,11,12.396,6.073
NG037013,Tsafe,Tsafe,tsafe-ng037013,NG037013,11,11.825,6.896
NG037014,Zurmi,Zurmi,zurmi-ng037014,NG037014,11,12.863,6.713
