id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG027001,Agaie,Agaie,agaie-ng027001,NG027001,11,8.934,6.43
NG027002,Agwara,Agwara,agwara-ng027002,NG027002,10,10.733,4.539
NG027003,Bida,Bida,bida-ng027003,NG027003,14,9.099,6.016
NG027004,Borgu,Borgu,borgu-ng027004,NG027004,10,10.241,4.083
NG027005,Bosso,Bosso,bosso-ng027005,NG027005,10,9.598,6.345
NG027006,Chanchaga,Chanchaga,chanchaga-ng027006,NG027006,11,9.62,6.545
NG027007,Edati,Edati,edati-ng027007,NG027007,10,9.047,5.638
NG027008,Gbako,Gbako,gbako-ng027008,NG027008,10,9.279,5.997
NG027009,Gurara,Gurara,gurara-ng027009,NG027009,10,9.306,7.037
NG027010,Katcha,Katcha,katcha-ng027010,NG027010,10,9.119,6.244
NG027011,Kontagora,Kontagora,kontagora-ng027011,NG027011,13,10.436,5.514
NG027012,Lapai,Lapai,lapai-ng027012,NG027012,10,8.781,6.674
NG027013,Lavun,Lavun,lavun-ng027013,NG027013,12,9.428,5.652
NG027014,Magama,Magama,magama-ng027014,NG027014,11,10.295,5.015
NG027015,Mariga,Mariga,mariga-ng027015,NG027015,11,10.61,5.863
NG027016,Mashegu,Mashegu,mashegu-ng027016,NG027016,10,9.82,5.249
NG027017,Mokwa,Mokwa,mokwa-ng027017,NG027017,11,9.121,5.324
NG027018,Muya,Muya,muya-ng027018,NG027018,11,9.797,7.079
NG027019,Paikoro,Paikoro,paikoro-ng027019,NG027019,11,9.493,6.838
NG027020,Rafi,Rafi,rafi-ng027020,NG027020,11,10.215,6.221
NG027021,Rijau,Rijau,rijau-ng027021,NG027021,11,11.043,5.227
NG027022,Shiroro,Shiroro,shiroro-ng027022,NG027022,15,10.084,6.698
NG027023,Suleja,Suleja,suleja-ng027023,NG027023,10,9.197,7.175
NG027024,Tafa,Tafa,tafa-ng027024,NG027024,10,9.248,7.263
NG027025,Wushishi,Wushishi,wushishi-ng027025,NG027025,11,9.71,5.912
