id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG033001,Abua/Odual,Abua/Odual,abuaodual-ng033001,NG033001,13,4.847,6.56
NG033002,Ahoada East,Ahoada East,ahoada-east-ng033002,NG033002,13,5.052,6.642
NG033003,Ahoada West,Ahoada West,ahoada-west-ng033003,NG033003,12,5.047,6.515
NG033004,Akuku Toru,Akuku Toru,akuku-toru-ng033004,NG033004,17,4.537,6.705
NG033005,Andoni,Andoni,andoni-ng033005,NG033005,11,4.51,7.407
NG033006,Asari-Toru,Asari-Toru,asari-toru-ng033006,NG033006,13,4.755,6.828
NG033007,Bonny,Bonny,bonny-ng033007,NG033007,12,4.51,7.2
NG033008,Degema,Degema,degema-ng033008,NG033008,17,4.596,6.943
NG033009,Eleme,Eleme,eleme-ng033009,NG033009,10,4.785,7.149
NG033010,Emohua,Emohua,emohua-ng033010,NG033010,14,5.032,6.764
NG033011,Etche,Etche,etche-ng033011,NG033011,19,5.077,7.093
NG033012,Gokana,Gokana,gokana-ng033012,NG033012,17,4.66,7.292
NG033013,Ikwerre,Ikwerre,ikwerre-ng033013,NG033013,13,5.071,6.882
NG033014,Khana,Khana,khana-ng033014,NG033014,19,4.672,7.432
NG033015,Obia/Akpor,Obia/Akpor,obiaakpor-ng033015,NG033015,17,4.862,7.022
NG033016,Ogba/Egbema/Ndoni,Ogba/Egbema/Ndoni,ogbaegbemandoni-ng033016,NG033016,17,5.444,6.637
NG033017,Ogu/Bolo,Ogu/Bolo,ogubolo-ng033017,NG033017,12,4.651,7.196
NG033018,Okrika,Okrika,okrika-ng033018,NG033018,12,4.681,7.081
NG033019,Omumma,Omumma,omumma-ng033019,NG033019,10,5.098,7.238
NG033020,Opobo/Nkoro,Opobo/Nkoro,opobonkoro-ng033020,NG033020,11,4.512,7.519
NG033021,Oyigbo,Oyigbo,oyigbo-ng033021,NG033021,10,4.847,7.302
NG033022,Port-Harcourt,Port-Harcourt,port-harcourt-ng033022,NG033022,20,4.767,7.037
NG033023,Tai,Tai,tai-ng033023,NG033023,10,4.77,7.262
