id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG035001,Ardo-Kola,Ardo-Kola,ardo-kola-ng035001,NG035001,10,8.847,11.133
NG035002,Bali,Bali,bali-ng035002,NG035002,11,8.091,10.952
NG035003,Donga,Donga,donga-ng035003,NG035003,10,7.665,10.101
NG035004,Gashaka,Gashaka,gashaka-ng035004,NG035004,10,7.509,11.338
NG035005,Gassol,Gassol,gassol-ng035005,NG035005,12,8.383,10.465
NG035006,Ibi,Ibi,ibi-ng035006,NG035006,10,8.395,9.933
NG035007,Jalingo,Jalingo,jalingo-ng035007,NG035007,10,8.906,11.336
NG035008,Karim-Lamido,Karim-Lamido,karim-lamido-ng035008,NG035008,11,9.147,10.858
NG035009,Kurmi,Kurmi,kurmi-ng035009,NG035009,10,7.266,10.702
NG035010,Lau,Lau,lau-ng035010,NG035010,10,9.194,11.463
NG035011,Sardauna,Sardauna,sardauna-ng035011,NG035011,11,6.928,11.231
NG035012,Takum,Takum,takum-ng035012,NG035012,11,7.051,9.796
NG035013,Ussa,Ussa,ussa-ng035013,NG035013,11,7.104,10.054
NG035014,Wukari,Wukari,wukari-ng035014,NG035014,10,7.989,9.768
NG035015,Yorro,Yorro,yorro-ng035015,NG035015,11,8.88,11.507
NG035016,Zing,Zing,zing-ng035016,NG035016,10,8.859,11.765
