id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG021001,Bakori,Bakori,bakori-ng021001,NG021001,11,11.646,7.429
NG021002,Batagarawa,Batagarawa,batagarawa-ng021002,NG021002,10,12.879,7.531
NG021003,Batsari,Batsari,batsari-ng021003,NG021003,11,12.827,7.258
NG021004,Baure,Baure,baure-ng021004,NG021004,12,12.794,8.782
NG021005,Bindawa,Bindawa,bindawa-ng021005,NG021005,11,12.709,7.878
NG021006,Charanchi,Charanchi,charanchi-ng021006,NG021006,10,12.555,7.677
NG021007,Dan Musa,Dan Musa,dan-musa-ng021007,NG021007,11,12.216,7.352
NG021008,Dandume,Dandume,dandume-ng021008,NG021008,11,11.414,7.206
NG021009,Danja,Danja,danja-ng021009,NG021009,10,11.41,7.596
NG021010,Daura,Daura,daura-ng021010,NG021010,11,12.96,8.265
NG021011,Dutsi,Dutsi,dutsi-ng021011,NG021011,10,12.916,8.157
NG021012,Dutsin-Ma,Dutsin-Ma,dutsin-ma-ng021012,NG021012,11,12.415,7.525
NG021013,Faskari,Faskari,faskari-ng021013,NG021013,10,11.655,7.094
NG021014,Funtua,Funtua,funtua-ng021014,NG021014,11,11.434,7.344
NG021015,Ingawa,Ingawa,ingawa-ng021015,NG021015,11,12.608,8.145
NG021016,Jibia,Jibia,jibia-ng021016,NG021016,11,13.005,7.407
NG021017,Kafur,Kafur,kafur-ng021017,NG021017,10,11.636,7.719
NG021018,Kaita,Kaita,kaita-ng021018,NG021018,10,13.179,7.782
NG021019,Kankara,Kankara,kankara-ng021019,NG021019,11,12.02,7.347
NG021020,Kankia,Kankia,kankia-ng021020,NG021020,10,12.438,7.792
NG021021,Katsina,Katsina,katsina-ng021021,NG021021,12,13.009,7.613
NG021022,Kurfi,Kurfi,kurfi-ng021022,NG021022,10,12.687,7.487
NG021023,Kusada,Kusada,kusada-ng021023,NG021023,10,12.457,7.974
NG021024,Mai'adua,Mai'adua,maiadua-ng021024,NG021024,10,13.153,8.209
NG021025,Malumfashi,Malumfashi,malumfashi-ng021025,NG021025,12,11.845,7.679
NG021026,Mani,Mani,mani-ng021026,NG021026,11,12.909,7.939
NG021027,Mashi,Mashi,mashi-ng021027,NG021027,11,13.119,7.997
NG021028,Matazu,Matazu,matazu-ng021028,NG021028,10,12.24,7.651
NG021029,Musawa,Musawa,musawa-ng021029,NG021029,11,12.106,7.678
NG021030,Rimi,Rimi,rimi-ng021030,NG021030,10,12.898,7.719
NG021031,Sabuwa,Sabuwa,sabuwa-ng021031,NG021031,10,11.336,7.097
NG021032,Safana,Safana,safana-ng021032,NG021032,10,12.501,7.228
NG021033,Sandamu,Sandamu,sandamu-ng021033,NG021033,11,12.92,8.382
NG021034,Zango,Zango,zango-ng021034,NG021034,10,12.951,8.547
