id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG019001,Birnin-Gwari,Birnin-Gwari,birnin-gwari-ng019001,NG019001,11,10.882,6.654
NG019002,Chikun,Chikun,chikun-ng019002,NG019002,12,10.411,7.304
NG019003,Giwa,Giwa,giwa-ng019003,NG019003,11,11.119,7.41
NG019004,Igabi,Igabi,igabi-ng019004,NG019004,12,10.743,7.484
NG019005,Ikara,Ikara,ikara-ng019005,NG019005,10,11.314,8.147
NG019006,Jaba,Jaba,jaba-ng019006,NG019006,10,9.476,8.024
NG019007,Jema'a,Jema'a,jemaa-ng019007,NG019007,12,9.399,8.262
NG019008,Kachia,Kachia,kachia-ng019008,NG019008,12,9.86,7.676
NG019009,Kaduna North,Kaduna North,kaduna-north-ng019009,NG019009,12,10.545,7.45
NG019010,Kaduna South,Kaduna South,kaduna-south-ng019010,NG019010,13,10.511,7.4
NG019011,Kagarko,Kagarko,kagarko-ng019011,NG019011,10,9.494,7.585
NG019012,Kajuru,Kajuru,kajuru-ng019012,NG019012,10,10.263,7.862
NG019013,Kaura,Kaura,kaura-ng019013,NG019013,10,9.62,8.444
NG019014,Kauru,Kauru,kauru-ng019014,NG019014,11,10.22,8.318
NG019015,Kubau,Kubau,kubau-ng019015,NG019015,11,10.857,8.374
NG019016,Kudan,Kudan,kudan-ng019016,NG019016,10,11.268,7.719
NG019017,Lere,Lere,lere-ng019017,NG019017,11,10.337,8.581
NG019018,Markafi,Markafi,markafi-ng019018,NG019018,10,11.327,7.956
NG019019,Sabon-Gari,Sabon-Gari,sabon-gari-ng019019,NG019019,11,11.179,7.676
NG019020,Sanga,Sanga,sanga-ng019020,NG019020,11,9.251,8.437
NG019021,Soba,Soba,soba-ng019021,NG019021,11,10.954,8.053
NG019022,Zango-Kataf,Zango-Kataf,zango-kataf-ng019022,NG019022,11,9.839,8.278
NG019023,Zaria,Zaria,zaria-ng019023,NG019023,13,11.019,7.646
