id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG028001,Abeokuta North,Abeokuta North,abeokuta-north-ng028001,NG028001,16,7.243,3.173
NG028002,Abeokuta South,Abeokuta South,abeokuta-south-ng028002,NG028002,15,7.156,3.367
NG028003,Ado-Odo/Ota,Ado-Odo/Ota,ado-odoota-ng028003,NG028003,16,6.63,3.08
NG028004,Egbado North,Egbado North,egbado-north-ng028004,NG028004,11,7.113,2.934
NG028005,Egbado South,Egbado South,egbado-south-ng028005,NG028005,10,6.767,2.955
NG028006,Ewekoro,Ewekoro,ewekoro-ng028006,NG028006,10,6.974,3.187
NG028007,Ifo,Ifo,ifo-ng028007,NG028007,11,6.76,3.318
NG028008,Ijebu East,Ijebu East,ijebu-east-ng028008,NG028008,11,6.818,4.251
NG028009,Ijebu North,Ijebu North,ijebu-north-ng028009,NG028009,11,7.032,3.991
NG028010,Ijebu North East,Ijebu North East,ijebu-north-east-ng028010,NG028010,10,6.871,4.026
NG028011,Ijebu Ode,Ijebu Ode,ijebu-ode-ng028011,NG028011,11,6.767,3.96
NG028012,Ikenne,Ikenne,ikenne-ng028012,NG028012,10,6.901,3.698
NG028013,Imeko-Afon,Imeko-Afon,imeko-afon-ng028013,NG028013,10,7.633,2.858
NG028014,Ipokia,Ipokia,ipokia-ng028014,NG028014,12,6.653,2.793
NG028015,Obafemi-Owode,Obafemi-Owode,obafemi-owode-ng028015,NG028015,12,6.961,3.47
NG028016,Odeda,Odeda,odeda-ng028016,NG028016,10,7.317,3.52
NG028017,Odogbolu,Odogbolu,odogbolu-ng028017,NG028017,15,6.808,3.814
NG028018,Ogun waterside,Ogun waterside,ogun-waterside-ng028018,NG028018,10,6.474,4.368
NG028019,Remo North,Remo North,remo-north-ng028019,NG028019,10,6.995,3.718
NG028020,Shagamu,Shagamu,shagamu-ng028020,NG028020,15,6.808,3.589
