id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG023001,Adavi,Adavi,adavi-ng023001,NG023001,11,7.684,6.467
NG023002,Ajaokuta,Ajaokuta,ajaokuta-ng023002,NG023002,14,7.503,6.569
NG023003,Ankpa,Ankpa,ankpa-ng023003,NG023003,13,7.496,7.627
NG023004,Bassa,Bassa,bassa-ng023004,NG023004,0,7.747,6.961
NG023005,Dekina,Dekina,dekina-ng023005,NG023005,12,7.596,7.14
NG023006,Ibaji,Ibaji,ibaji-ng023006,NG023006,10,6.779,6.758
NG023007,Idah,Idah,idah-ng023007,NG023007,10,7.072,6.735
NG023008,Igalamela-Odolu,Igalamela-Odolu,igalamela-odolu-ng023008,NG023008,10,7.038,7.072
NG023009,Ijumu,Ijumu,ijumu-ng023009,NG023009,15,7.838,5.894
NG023010,Kabba/Bunu,Kabba/Bunu,kabbabunu-ng023010,NG023010,15,8.072,6.141
NG023011,Kogi,Kogi,kogi-ng023011,NG023011,11,8.127,6.856
NG023012,Lokoja,Lokoja,lokoja-ng023012,NG023012,10,8.239,6.554
NG023013,Mopa-Muro,Mopa-Muro,mopa-muro-ng023013,NG023013,10,8.14,5.903
NG023014,Ofu,Ofu,ofu-ng023014,NG023014,11,7.329,7.069
NG023015,Ogori/Magongo,Ogori/Magongo,ogorimagongo-ng023015,NG023015,10,7.479,6.156
NG023016,Okehi,Okehi,okehi-ng023016,NG023016,11,7.724,6.336
NG023017,Okene,Okene,okene-ng023017,NG023017,11,7.455,6.393
NG023018,Olamabolo,Olamabolo,olamabolo-ng023018,NG023018,10,7.178,7.482
NG023019,Omala,Omala,omala-ng023019,NG023019,11,7.778,7.566
NG023020,Yagba East,Yagba East,yagba-east-ng023020,NG023020,10,8.136,5.719
NG023021,Yagba West,Yagba West,yagba-west-ng023021,NG023021,14,8.277,5.552
