id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG022001,Aleiro,Aleiro,aleiro-ng022001,NG022001,10,12.32,4.457
NG022002,Arewa-Dandi,Arewa-Dandi,arewa-dandi-ng022002,NG022002,11,12.685,4.016
NG022003,Argungu,Argungu,argungu-ng022003,NG022003,11,12.707,4.484
NG022004,Augie,Augie,augie-ng022004,NG022004,10,12.942,4.554
NG022005,Bagudo,Bagudo,bagudo-ng022005,NG022005,11,11.315,3.853
NG022006,Birnin Kebbi,Birnin Kebbi,birnin-kebbi-ng022006,NG022006,15,12.499,4.291
NG022007,Bunza,Bunza,bunza-ng022007,NG022007,10,12.193,3.938
NG022008,Dandi,Dandi,dandi-ng022008,NG022008,11,11.861,3.801
NG022009,Fakai,Fakai,fakai-ng022009,NG022009,10,11.475,4.925
NG022010,Gwandu,Gwandu,gwandu-ng022010,NG022010,10,12.501,4.66
NG022011,Jega,Jega,jega-ng022011,NG022011,11,12.099,4.475
NG022012,Kalgo,Kalgo,kalgo-ng022012,NG022012,10,12.386,4.058
NG022013,Koko/Besse,Koko/Besse,kokobesse-ng022013,NG022013,12,11.445,4.477
NG022014,Maiyama,Maiyama,maiyama-ng022014,NG022014,11,12.008,4.29
NG022015,Ngaski,Ngaski,ngaski-ng022015,NG022015,10,10.585,4.721
NG022016,Sakaba,Sakaba,sakaba-ng022016,NG022016,10,11.175,5.595
NG022017,Shanga,Shanga,shanga-ng022017,NG022017,10,11.211,4.597
NG022018,Suru,Suru,suru-ng022018,NG022018,11,11.784,4.133
NG022019,Wasagu/Danko,Wasagu/Danko,wasagudanko-ng022019,NG022019,11,11.423,5.731
NG022020,Yauri,Yauri,yauri-ng022020,NG022020,10,10.755,4.726
NG022021,Zuru,Zuru,zuru-ng022021,NG022021,10,11.413,5.279
