id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG009001,Abi,Abi,abi-ng009001,NG009001,10,5.883,8.029
NG009002,Akamkpa,Akamkpa,akamkpa-ng009002,NG009002,10,5.388,8.528
NG009003,Akpabuyo,Akpabuyo,akpabuyo-ng009003,NG009003,10,4.901,8.482
NG009005,Bakassi,Bakassi,bakassi-ng009005,NG009005,10,4.807,8.562
NG009006,Bekwara,Bekwara,bekwara-ng009006,NG009006,10,6.705,8.894
NG009007,Biase,Biase,biase-ng009007,NG009007,11,5.547,8.052
NG009008,Boki,Boki,boki-ng009008,NG009008,11,6.271,9.043
NG009009,Calabar South,Calabar South,calabar-south-ng009009,NG009009,12,4.878,8.312
NG009010,Calabar-Municipal,Calabar-Municipal,calabar-municipal-ng009010,NG009010,10,5.019,8.347
NG009011,Etung,Etung,etung-ng009011,NG009011,10,5.878,8.809
NG009012,Ikom,Ikom,ikom-ng009012,NG009012,11,6.061,8.668
NG009013,Obanliku,Obanliku,obanliku-ng009013,NG009013,10,6.494,9.354
NG009014,Obubra,Obubra,obubra-ng009014,NG009014,11,6.015,8.415
NG009015,Obudu,Obudu,obudu-ng009015,NG009015,10,6.56,9.08
NG009016,Odukpani,Odukpani,odukpani-ng009016,NG009016,13,5.179,8.205
NG009017,Ogoja,Ogoja,ogoja-ng009017,NG009017,10,6.527,8.689
NG009018,Yakurr,Yakurr,yakurr-ng009018,NG009018,13,5.818,8.178
NG009019,Yala,Yala,yala-ng009019,NG009019,11,6.587,8.512
