id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG008001,Abadam,Abadam,abadam-ng008001,NG008001,0,13.395,13.274
NG008002,Askira/Uba,Askira/Uba,askirauba-ng008002,NG008002,13,10.637,12.846
NG008003,Bama,Bama,bama-ng008003,NG008003,14,11.541,14.154
NG008004,Bayo,Bayo,bayo-ng008004,NG008004,10,10.447,11.705
NG008005,Biu,Biu,biu-ng008005,NG008005,11,10.804,12.123
NG008006,Chibok,Chibok,chibok-ng008006,NG008006,11,10.856,12.823
NG008007,Damboa,Damboa,damboa-ng008007,NG008007,10,11.137,12.74
NG008008,Dikwa,Dikwa,dikwa-ng008008,NG008008,10,11.935,14.084
NG008009,Gubio,Gubio,gubio-ng008009,NG008009,10,12.709,12.76
NG008010,Guzamala,Guzamala,guzamala-ng008010,NG008010,10,12.836,13.319
NG008011,Gwoza,Gwoza,gwoza-ng008011,NG008011,13,11.177,13.632
NG008012,Hawul,Hawul,hawul-ng008012,NG008012,12,10.457,12.295
NG008013,Jere,Jere,jere-ng008013,NG008013,12,11.927,13.187
NG008014,Kaga,Kaga,kaga-ng008014,NG008014,15,11.588,12.486
NG008015,Kala/Balge,Kala/Balge,kalabalge-ng008015,NG008015,10,12.058,14.486
NG008016,Konduga,Konduga,konduga-ng008016,NG008016,11,11.687,13.183
NG008017,Kukawa,Kukawa,kukawa-ng008017,NG008017,10,13.046,13.718
NG008018,Kwaya Kusar,Kwaya Kusar,kwaya-kusar-ng008018,NG008018,10,10.431,11.906
NG008019,Mafa,Mafa,mafa-ng008019,NG008019,12,12.046,13.541
NG008020,Magumeri,Magumeri,magumeri-ng008020,NG008020,13,12.225,12.712
NG008021,Maiduguri,Maiduguri,maiduguri-ng008021,NG008021,15,11.835,13.134
NG008022,Marte,Marte,marte-ng008022,NG008022,13,12.406,13.858
NG008023,Mobbar,Mobbar,mobbar-ng008023,NG008023,10,13.055,12.627
NG008024,Monguno,Monguno,monguno-ng008024,NG008024,12,12.523,13.534
NG008025,Ngala,Ngala,ngala-ng008025,NG008025,12,12.293,14.199
NG008026,Nganzai,Nganzai,nganzai-ng008026,NG008026,12,12.459,13.107
NG008027,Shani,Shani,shani-ng008027,NG008027,11,10.193,11.953
