id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG016001,Akko,Akko,akko-ng016001,NG016001,11,10.105,10.994
NG016002,Balanga,Balanga,balanga-ng016002,NG016002,10,9.816,11.716
NG016003,Billiri,Billiri,billiri-ng016003,NG016003,10,9.842,11.127
NG016004,Dukku,Dukku,dukku-ng016004,NG016004,11,10.787,10.822
NG016005,Funakaye,Funakaye,funakaye-ng016005,NG016005,10,10.814,11.444
NG016006,Gombe,Gombe,gombe-ng016006,NG016006,11,10.295,11.158
NG016007,Kaltungo,Kaltungo,kaltungo-ng016007,NG016007,10,9.841,11.432
NG016008,Kwami,Kwami,kwami-ng016008,NG016008,10,10.495,11.184
NG016009,Nafada,Nafada,nafada-ng016009,NG016009,10,11.051,11.247
NG016010,Shomgom,Shomgom,shomgom-ng016010,NG016010,10,9.75,11.247
NG016011,Yamaltu/Deba,Yamaltu/Deba,yamaltudeba-ng016011,NG016011,11,10.315,11.372
