id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG036001,Bade,Bade,bade-ng036001,NG036001,10,12.784,10.677
NG036002,Bursari,Bursari,bursari-ng036002,NG036002,10,12.696,11.449
NG036003,Damaturu,Damaturu,damaturu-ng036003,NG036003,11,11.821,12.019
NG036004,Fika,Fika,fika-ng036004,NG036004,10,11.351,11.183
NG036005,Fune,Fune,fune-ng036005,NG036005,13,11.881,11.412
NG036006,Geidam,Geidam,geidam-ng036006,NG036006,11,12.695,12.14
NG036007,Gujba,Gujba,gujba-ng036007,NG036007,10,11.364,11.878
NG036008,Gulani,Gulani,gulani-ng036008,NG036008,12,10.892,11.615
NG036009,Jakusko,Jakusko,jakusko-ng036009,NG036009,10,12.371,11.004
NG036010,Karasuwa,Karasuwa,karasuwa-ng036010,NG036010,10,12.998,10.692
NG036011,Machina,Machina,machina-ng036011,NG036011,10,13.04,10.059
NG036012,Nangere,Nangere,nangere-ng036012,NG036012,11,11.808,11.046
NG036013,Nguru,Nguru,nguru-ng036013,NG036013,10,12.978,10.383
NG036014,Potiskum,Potiskum,potiskum-ng036014,NG036014,10,11.73,11.161
NG036015,Tarmua,Tarmua,tarmua-ng036015,NG036015,10,12.221,11.896
NG036016,Yunusari,Yunusari,yunusari-ng036016,NG036016,10,13.112,11.724
NG036017,Yusufari,Yusufari,yusufari-ng036017,NG036017,10,13.16,10.543
