id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG014001,Aninri,Aninri,aninri-ng014001,NG014001,10,6.068,7.597
NG014002,Awgu,Awgu,awgu-ng014002,NG014002,11,6.173,7.451
NG014003,Enugu East,Enugu East,enugu-east-ng014003,NG014003,12,6.559,7.557
NG014004,Enugu North,Enugu North,enugu-north-ng014004,NG014004,13,6.441,7.538
NG014005,Enugu South,Enugu South,enugu-south-ng014005,NG014005,13,6.393,7.516
NG014006,Ezeagu,Ezeagu,ezeagu-ng014006,NG014006,20,6.417,7.238
NG014007,Igbo-Etiti,Igbo-Etiti,igbo-etiti-ng014007,NG014007,20,6.69,7.392
NG014008,Igbo-Eze North,Igbo-Eze North,igbo-eze-north-ng014008,NG014008,20,7.018,7.468
NG014009,Igbo-Eze South,Igbo-Eze South,igbo-eze-south-ng014009,NG014009,16,6.956,7.362
NG014010,Isi-Uzo,Isi-Uzo,isi-uzo-ng014010,NG014010,11,6.739,7.707
NG014011,Nkanu East,Nkanu East,nkanu-east-ng014011,NG014011,14,6.335,7.673
NG014012,Nkanu West,Nkanu West,nkanu-west-ng014012,NG014012,14,6.328,7.534
NG014013,Nsukka,Nsukka,nsukka-ng014013,NG014013,20,6.847,7.372
NG014014,Oji-River,Oji-River,oji-river-ng014014,NG014014,20,6.165,7.303
NG014015,Udenu,Udenu,udenu-ng014015,NG014015,10,6.898,7.561
NG014016,Udi,Udi,udi-ng014016,NG014016,20,6.436,7.399
NG014017,Uzo-Uwani,Uzo-Uwani,uzo-uwani-ng014017,NG014017,16,6.689,7.158
