id,name.local,name.en,name.slug,code.id,children_count.ward,geo.lat,geo.lon
NG013001,Ado Ekiti,Ado Ekiti,ado-ekiti-ng013001,NG013001,13,7.627,5.252
NG013002,Aiyekire (Gbonyin),Aiyekire (Gbonyin),aiyekire-gbonyin-ng013002,NG013002,10,7.602,5.512
NG013003,Efon,Efon,efon-ng013003,NG013003,10,7.681,4.931
NG013004,Ekiti East,Ekiti East,ekiti-east-ng013004,NG013004,12,7.725,5.664
NG013005,Ekiti South West,Ekiti South West,ekiti-south-west-ng013005,NG013005,11,7.523,5.033
NG013006,Ekiti West,Ekiti West,ekiti-west-ng013006,NG013006,11,7.719,5.045
NG013007,Emure,Emure,emure-ng013007,NG013007,10,7.416,5.509
NG013008,Ido-Osi,Ido-Osi,ido-osi-ng013008,NG013008,11,7.863,5.197
NG013009,Ijero,Ijero,ijero-ng013009,NG013009,12,7.832,5.058
NG013010,Ikere,Ikere,ikere-ng013010,NG013010,11,7.494,5.209
NG013011,Ikole,Ikole,ikole-ng013011,NG013011,12,7.883,5.516
NG013012,Ilejemeji,Ilejemeji,ilejemeji-ng013012,NG013012,10,7.96,5.231
NG013013,Irepodun/Ifelodun,Irepodun/Ifelodun,irepodunifelodun-ng013013,NG013013,11,7.706,5.339
NG013014,Ise/Orun,Ise/Orun,iseorun-ng013014,NG013014,10,7.415,5.387
NG013015,Moba,Moba,moba-ng013015,NG013015,11,7.993,5.131
NG013016,Oye,Oye,oye-ng013016,NG013016,12,7.881,5.338
